school_id,region,division,language,Municipality,District_Name,Barangay,Ownership,Classification,Management,Level,n_test_takers_x,school_low_emerging_total,school_high_emerging_total,school_developing_total,school_transitioning_total,school_at_grade_level_total,school_low_emerging_percent,school_high_emerging_percent,school_developing_percent,school_transitioning_percent,school_at_grade_level_percent,g1_mt_low_emerging,g1_mt_high_emerging,g1_mt_developing,g1_mt_transitioning,g1_mt_at_grade_level,g1_mt_total,g2_mt_low_emerging,g2_mt_high_emerging,g2_mt_developing,g2_mt_transitioning,g2_mt_at_grade_level,g2_mt_total,g2_fil_low_emerging,g2_fil_high_emerging,g2_fil_developing,g2_fil_transitioning,g2_fil_at_grade_level,g2_fil_total,g3_mt_low_emerging,g3_mt_high_emerging,g3_mt_developing,g3_mt_transitioning,g3_mt_at_grade_level,g3_mt_total,g3_fil_low_emerging,g3_fil_high_emerging,g3_fil_developing,g3_fil_transitioning,g3_fil_at_grade_level,g3_fil_total,g3_eng_low_emerging,g3_eng_high_emerging,g3_eng_developing,g3_eng_transitioning,g3_eng_at_grade_level,g3_eng_total,District,School_Name,Address,total_enrollees,total_facilities,total_teachers,n_test_takers_y,english_mps,filipino_mps,mother_tongue_mps,numeracy_mps,mps,overall_mps
135196,CAR,Abra,Ilocano,TINEG,Lone District,ALAOA,Public,Partially Urban,DepED Managed,Purely ES,15,1,6,1,2,5,0.066666667,0.4,0.066666667,0.133333333,0.333333333,0,6,0,0,0,6,1,0,1,1,1,4,1,0,1,1,1,4,0,0,0,1,4,5,0,0,0,1,4,5,0,0,0,1,4,5,Tineg,Alawa Elementary school,Alawa Tineg Abra,33,5,6,3,38.51851852,33.33333333,34.81481481,25,34.19354839,35.55555555
135050,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,NALBUAN,Public,Rural,DepED Managed,Purely ES,25,4,1,1,13,6,0.16,0.04,0.04,0.52,0.24,2,1,1,0,0,4,0,0,0,10,0,10,0,0,0,10,0,10,0,2,0,4,5,11,0,2,0,4,5,11,2,0,0,3,6,11,Baay-Licuan,Baquero ES,,64,5,9,11,66.86868687,73.33333333,67.27272727,44.54545455,65.98240469,69.15824916
135053,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,BONGLO (PATAGUI),Public,Rural,DepED Managed,Purely ES,13,0,0,1,2,10,0,0,0.076923077,0.153846154,0.769230769,0,0,0,0,1,1,0,0,0,4,2,6,0,0,0,2,4,6,0,0,0,1,5,6,0,0,0,3,3,6,0,0,1,0,5,6,Baay-Licuan,Bonglo Elementary School,Gangit,38,4,3,5,84.88888889,85.77777778,70.22222222,59,77.5483871,80.2962963
135054,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,BULBULALA,Public,Rural,DepED Managed,Purely ES,9,0,0,0,9,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baay-Licuan,Bulbulala PS,Not Applicable,11,4,1,8,65.06520439,68.82919956,65.70146352,56.85593574,64.72728399,66.53195582
135056,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,CAWAYAN,Public,Rural,DepED Managed,Purely ES,22,14,0,0,6,2,0.636363636,0,0,0.272727273,0.090909091,2,0,0,0,0,2,7,0,0,2,2,11,6,0,0,3,2,11,0,0,0,0,0,0,6,0,0,0,3,9,6,0,0,3,0,9,Baay-Licuan,Caoayan PS,,42,3,3,11,65.05996134,68.88178762,65.95282982,57.21251085,64.95638367,66.63152626
135060,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,MOGAO,Public,Rural,DepED Managed,Purely ES,17,10,3,4,0,0,0.588235294,0.176470588,0.235294118,0,0,6,0,0,0,0,6,1,3,0,0,0,4,0,2,2,0,0,4,2,0,4,1,0,7,0,2,5,0,0,7,4,1,2,0,0,7,Baay-Licuan,Diangay PS,,32,5,3,5,72,69.33333333,60,67,67.09677419,67.11111111
135063,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,LENNENG,Public,Rural,DepED Managed,Purely ES,10,5,1,0,4,0,0.5,0.1,0,0.4,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,1,0,0,4,0,5,Baay-Licuan,Kileng PS,,14,5,2,2,57.77777778,66.66666667,84.44444444,87.5,71.93548387,69.62962963
135068,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,LENNENG,Public,Rural,DepED Managed,Purely ES,6,0,2,0,2,2,0,0.333333333,0,0.333333333,0.333333333,0,2,0,2,1,5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Baay-Licuan,Lenneng ES,#VALUE!,16,4,3,4,36.11111111,38.33333333,52.77777778,35,41.4516129,42.40740741
135075,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,NALBUAN,Public,Rural,DepED Managed,Purely ES,22,10,1,4,7,0,0.454545455,0.045454545,0.181818182,0.318181818,0,6,1,0,0,0,7,3,0,0,5,0,8,3,0,2,3,0,8,1,6,0,0,0,7,0,2,2,3,0,7,1,0,2,4,0,7,Baay-Licuan,Nalbuan ES,#NAME?,87,4,10,14,70.63492063,77.77777778,71.9047619,73.92857143,73.50230415,73.43915344
135080,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,SUBAGAN,Public,Rural,DepED Managed,Purely ES,33,12,2,3,8,8,0.363636364,0.060606061,0.090909091,0.242424242,0.242424242,11,0,0,0,2,13,2,0,0,6,0,8,1,0,0,4,3,8,1,0,0,5,6,12,1,0,2,3,6,12,0,2,3,4,3,12,Baay-Licuan,Subagan PS,,55,3,4,13,69.4017094,75.8974359,75.72649573,47.69230769,70.32258065,73.67521368
135081,CAR,Abra,Tagalog,LICUAN-BAAY (LICUAN),Lone District,DOMENGLAY,Public,Rural,DepED Managed,Purely ES,17,10,0,5,2,0,0.588235294,0,0.294117647,0.117647059,0,6,0,0,0,0,6,3,0,4,1,0,8,3,0,5,0,0,8,1,0,0,2,0,3,1,0,1,1,0,3,1,0,0,2,0,3,Baay-Licuan,Sucao ES,,53,3,4,8,46.66666667,45.55555556,48.61111111,74.375,50.48387097,46.94444445
218502,CAR,Abra,Tagalog,LICUAN-BAAY (LICUAN),Lone District,MAPISLA,Public,Rural,DepED Managed,Purely ES,8,0,2,0,4,2,0,0.25,0,0.5,0.25,0,1,0,2,0,3,0,1,0,2,2,5,0,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baay-Licuan,Agat Primary School,#VALUE!,15,6,1,7,65.03124884,68.86127197,65.84552859,56.78319265,64.85375514,66.5793498
501115,CAR,Abra,Ilocano,LICUAN-BAAY (LICUAN),Lone District,POBLACION,Public,Rural,DepED Managed,ES and JHS (K to 10),9,2,0,3,4,0,0.222222222,0,0.333333333,0.444444444,0,1,0,0,2,0,3,0,2,1,1,0,4,0,0,3,1,0,4,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,2,Baay-Licuan,LICUAN INTEGRATED SCHOOL,,128,18,9,8,50.27777778,56.66666667,58.33333333,58.75,55.56451613,55.09259259
134966,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,AGTANGAO,Public,Partially Urban,DepED Managed,Purely ES,137,68,6,11,44,8,0.496350365,0.04379562,0.080291971,0.321167883,0.058394161,34,0,0,0,0,34,14,0,12,18,0,44,13,1,1,29,0,44,22,0,4,24,9,59,20,0,9,23,7,59,21,5,10,15,8,59,Bangued East,Agtangao ES,Provincial Road-,367,7,18,53,52.15932914,50.90146751,51.78197065,32.35849057,49.1296409,51.61425577
134967,CAR,Abra,Tagalog,BANGUED (Capital),Lone District,ANGAD,Public,Partially Urban,DepED Managed,Purely ES,85,48,2,5,13,17,0.564705882,0.023529412,0.058823529,0.152941177,0.2,20,0,0,2,1,23,23,0,0,4,7,34,17,0,0,8,9,34,7,3,9,1,8,28,12,0,3,4,9,28,11,2,5,3,7,28,Bangued East,Bacsil Elementary School,#VALUE!,235,4,11,32,36.38888889,51.11111111,57.77777778,50.9375,48.75,48.42592593
134968,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,ZONE 3 POB. (LALAUD),Public,Partially Urban,DepED Managed,Purely ES,154,51,31,9,48,15,0.331168831,0.201298701,0.058441558,0.311688312,0.097402597,0,28,7,4,4,43,35,0,0,19,7,61,31,0,1,28,1,61,18,0,2,27,3,50,17,1,4,25,3,50,20,3,1,16,10,50,Bangued East,Bangued East Central School,ACTIVIDAD-ECONOMIA ST.,399,7,22,51,51.98257081,46.92810458,47.23311547,26.2745098,45.81910183,48.71459695
134969,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,ZONE 4 POB. (TOWN PROPER),Public,Partially Urban,DepED Managed,Purely ES,113,36,1,5,27,44,0.318584071,0.008849558,0.044247788,0.238938053,0.389380531,15,0,2,5,5,27,17,0,2,10,14,43,16,0,3,10,14,43,7,0,0,16,20,43,5,0,1,12,25,43,5,1,0,12,25,43,Bangued East,Bangued North ES,"Mckinley Street, Zone 4, Bangued, Abra",269,4,14,38,45.84795322,47.54385965,41.22807018,26.84210526,42.5466893,44.87329435
134970,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,TABLAC (CALOT),Public,Partially Urban,DepED Managed,Purely ES,47,10,15,19,3,0,0.212765957,0.319148936,0.404255319,0.063829787,0,10,10,2,0,0,22,0,5,13,7,0,25,0,5,17,3,0,25,0,1,5,9,1,16,0,1,4,10,1,16,0,0,0,0,0,0,Bangued East,Calot Elementary School,#VALUE!,175,6,9,24,80.64814815,80.27777778,73.88888889,67.5,76.88172043,78.27160494
134971,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,COSILI EAST (PROPER),Public,Partially Urban,DepED Managed,Purely ES,62,25,5,5,12,15,0.403225807,0.080645161,0.080645161,0.193548387,0.241935484,15,3,0,0,0,18,10,0,3,0,0,13,10,2,5,5,0,22,0,0,0,5,17,22,0,0,0,5,17,22,0,0,0,7,15,22,Bangued East,Cosili ES,-,224,8,13,27,55.55555556,60.08230453,47.40740741,53.14814815,54.19354839,54.3484225
134972,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,MACARCARMAY,Public,Partially Urban,DepED Managed,Purely ES,32,10,0,3,12,7,0.3125,0,0.09375,0.375,0.21875,4,0,0,6,1,11,4,0,0,6,3,13,4,0,1,3,5,13,2,1,1,3,1,8,2,0,2,4,0,8,2,0,2,3,1,8,Bangued East,Macarcarmay ES,Macarcarmay Bangued Abra,87,2,8,17,70.32679739,69.1503268,65.62091503,76.47058824,69.41176471,68.36601307
134973,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,MAOAY,Public,Partially Urban,DepED Managed,Purely ES,42,15,8,9,10,0,0.357142857,0.190476191,0.214285714,0.238095238,0,10,0,0,3,0,13,7,5,2,0,0,14,1,8,5,0,0,14,1,3,2,9,0,15,1,3,2,9,0,15,4,0,4,7,0,15,Bangued East,Maoay Elementary School,,91,4,8,16,66.52777778,72.91666667,72.36111111,65.625,69.95967742,70.60185185
134974,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,SAPPAAC,Public,Partially Urban,DepED Managed,Purely ES,57,29,0,3,16,9,0.50877193,0,0.052631579,0.280701754,0.157894737,18,0,0,1,0,19,4,0,0,13,0,17,3,0,0,11,3,17,10,0,2,5,4,21,10,0,0,7,4,21,8,0,3,4,6,21,Bangued East,Sappaac ES,n/anone,159,6,9,22,59.5959596,61.81818182,68.98989899,70,64.31085044,63.46801347
134975,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,PALAO,Public,Partially Urban,DepED Managed,Purely ES,209,96,9,24,57,23,0.459330144,0.043062201,0.114832536,0.272727273,0.110047847,64,0,0,2,1,67,20,18,16,18,5,77,20,3,16,32,6,77,13,3,10,36,3,65,13,3,9,34,6,65,12,6,8,23,16,65,Bangued East,Sinalang Pilot ES,Palao,548,7,25,87,47.91826309,45.51724138,50.8045977,30.57471264,45.82128291,48.08003406
134976,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,ZONE 6 POB. (SINAPANGAN),Public,Partially Urban,DepED Managed,Purely ES,118,22,20,23,19,34,0.186440678,0.169491525,0.194915254,0.161016949,0.288135593,15,5,4,0,0,24,10,4,11,10,11,46,7,7,10,5,17,46,1,3,11,13,20,48,1,2,9,19,17,48,0,8,9,14,17,48,Bangued East,Sinapangan ES,"Zone 6, Bangued, Abra",302,8,17,43,48.68217054,48.52713178,53.12661499,29.06976744,47.39684921,50.11197244
218504,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,COSILI WEST (BUAYA),Public,Partially Urban,DepED Managed,Purely ES,36,10,6,6,8,6,0.277777778,0.166666667,0.166666667,0.222222222,0.166666667,4,6,2,0,0,12,6,4,1,2,0,13,6,0,4,3,0,13,0,0,0,5,6,11,0,0,0,11,0,11,0,0,0,5,6,11,Bangued East,Cosili West PS,,49,3,6,16,65.06196474,68.87207638,65.86273699,56.30472906,64.84093443,66.59892604
218505,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,SANTA ROSA,Public,Partially Urban,DepED Managed,Purely ES,12,7,5,0,0,0,0.583333333,0.416666667,0,0,0,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bangued East,Sta. Rosa PS,-,24,0,2,10,65.01427106,68.88162324,65.82351085,56.60553357,64.95319361,66.57313505
218506,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,LUBONG,Public,Partially Urban,DepED Managed,Purely ES,30,7,5,7,6,5,0.233333333,0.166666667,0.233333333,0.2,0.166666667,4,3,0,0,0,7,3,4,5,1,0,13,2,2,7,2,0,13,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,4,5,10,Bangued East,Lubong PS,-,76,3,7,10,51.77777778,47.11111111,45.11111111,26,45.16129032,48
134977,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,BAÑACAO,Public,Partially Urban,DepED Managed,Purely ES,72,25,8,9,10,20,0.347222222,0.111111111,0.125,0.138888889,0.277777778,7,1,2,0,8,18,5,1,2,3,8,19,7,0,0,7,4,18,7,8,4,8,9,36,8,3,7,9,9,36,11,7,7,3,8,36,Bangued West,Bañacao ES,#VALUE!,187,7,9,33,56.22895623,52.05387205,58.58585859,48.93939394,54.76050831,55.62289562
134978,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,BANGBANGAR,Public,Partially Urban,DepED Managed,Purely ES,82,37,1,16,15,13,0.451219512,0.012195122,0.195121951,0.182926829,0.158536585,16,0,0,3,0,19,15,0,8,6,2,31,14,0,9,6,2,31,6,2,9,4,11,32,6,1,2,12,11,32,7,1,7,6,11,32,Bangued West,Bangbangar ES,Bangbangar,204,6,10,30,54.22222222,47.62962963,54.66666667,42.16666667,50.88172043,52.17283951
134979,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,ZONE 3 POB. (LALAUD),Public,Partially Urban,DepED Managed,Purely ES,284,105,25,21,89,44,0.36971831,0.088028169,0.073943662,0.313380282,0.154929578,52,17,20,16,31,136,50,59,39,0,0,148,53,8,1,73,13,148,44,0,23,34,7,108,32,0,11,52,13,108,0,0,0,0,0,0,Bangued West,Bangued West CS,-SANTIAGO STREET,1012,7,41,114,55.9454191,49.51267057,46.88109162,28.85964912,47.95132994,50.7797271
134980,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,CALABA,Public,Partially Urban,DepED Managed,Purely ES,101,37,0,0,26,38,0.366336634,0,0,0.257425743,0.376237624,20,0,0,9,12,41,11,0,0,5,13,29,11,0,0,6,12,29,6,0,0,12,13,31,6,0,0,14,11,31,6,0,0,11,14,31,Bangued West,Calaba ES,not applicable,276,6,16,38,58.07017544,54.26900585,60.58479532,33.02631579,54.46519525,57.64132554
134981,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,DANGDANGLA,Public,Partially Urban,DepED Managed,Purely ES,28,14,0,0,8,6,0.5,0,0,0.285714286,0.214285714,12,0,0,0,0,12,6,0,0,2,0,8,2,0,0,4,0,6,3,0,0,0,7,10,2,0,0,1,7,10,0,0,0,4,6,10,Bangued West,Dangdangla Elementary School,"Dangdangla, Bangued Abra",119,6,9,20,35,36.22222222,48.22222222,44.5,40.41935484,39.81481481
134982,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,PATUCANNAY,Public,Partially Urban,DepED Managed,Purely ES,114,26,6,13,40,29,0.228070175,0.052631579,0.114035088,0.350877193,0.254385965,10,0,0,13,7,30,25,0,4,14,0,43,14,4,8,17,0,43,9,0,2,21,9,41,4,0,1,15,21,41,2,2,5,10,22,41,Bangued West,Patucannay ES,Abra-Kalinga National Road,268,8,17,30,43.03703704,44.2962963,48.81481481,23.5,42.55913978,45.38271605
134983,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,SAGAP,Public,Partially Urban,DepED Managed,Purely ES,54,9,15,3,20,7,0.166666667,0.277777778,0.055555556,0.37037037,0.12962963,3,15,0,1,0,19,1,0,2,13,0,16,1,0,2,10,3,16,6,0,0,11,2,19,4,0,2,8,5,19,5,0,1,9,4,19,Bangued West,Sagap Elementary School,,129,6,10,22,74.84848485,88.28282828,81.21212121,79.09090909,81.14369501,81.44781145
134984,CAR,Abra,Ilocano,BANGUED (Capital),Lone District,SAN ANTONIO,Public,Partially Urban,DepED Managed,Purely ES,52,11,7,6,19,9,0.211538462,0.134615385,0.115384615,0.365384615,0.173076923,8,5,1,4,2,20,1,1,6,1,2,11,2,2,3,11,0,18,1,0,0,12,10,23,2,0,0,7,5,14,1,0,2,4,7,14,Bangued West,San Antonio ES,,141,5,10,16,78.75,85.83333333,81.38888889,51.875,78.10483871,81.99074074
135169,CAR,Abra,Tagalog,BOLINEY,Lone District,AMTI,Public,Rural,DepED Managed,Purely ES,11,2,0,2,3,4,0.181818182,0,0.181818182,0.272727273,0.363636364,1,0,1,1,1,4,2,0,0,3,0,5,1,0,0,1,3,5,0,0,1,1,0,2,0,0,1,1,0,2,0,0,1,1,0,2,Boliney,Amti ES,NOT APPLICABLE,38,7,5,5,38.22222222,63.55555556,69.33333333,65,58.06451613,57.03703704
135171,CAR,Abra,Ilocano,BOLINEY,Lone District,BAO-YAN,Public,Rural,DepED Managed,Purely ES,30,17,0,2,8,3,0.566666667,0,0.066666667,0.266666667,0.1,7,0,0,1,0,8,6,0,0,1,0,7,4,0,2,1,0,7,6,0,0,5,4,15,3,0,0,6,6,15,6,0,0,6,3,15,Boliney,Baoyan ES,,75,5,3,12,63.14814815,67.59259259,62.03703704,44.58333333,61.72043011,64.25925926
135174,CAR,Abra,Ilocano,BOLINEY,Lone District,POBLACION (BOLINEY),Public,Rural,DepED Managed,Purely ES,44,0,0,0,23,21,0,0,0,0.522727273,0.477272727,0,0,0,9,10,19,0,0,1,6,7,14,0,0,0,8,6,14,0,0,0,6,5,11,0,0,0,5,6,11,0,0,0,6,5,11,Boliney,Boliney CS,"Pob. Boliney, Abra",115,4,10,19,62.92397661,66.5497076,54.73260594,0.263157895,53.01435407,61.40209672
135181,CAR,Abra,Ilocano,BOLINEY,Lone District,DAO-ANGAN,Public,Rural,DepED Managed,Purely ES,17,4,0,1,5,7,0.235294118,0,0.058823529,0.294117647,0.411764706,1,0,0,1,3,5,1,0,0,2,2,5,0,0,0,3,2,5,2,0,0,2,3,7,2,0,0,2,3,7,3,0,1,1,2,7,Boliney,Dao-angan PS,not applicable,22,4,3,5,56,62.66666667,63.55555556,54,59.87096774,60.74074074
135183,CAR,Abra,Ilocano,BOLINEY,Lone District,DUMAGAS,Public,Rural,DepED Managed,Purely ES,30,4,2,4,19,1,0.133333333,0.066666667,0.133333333,0.633333333,0.033333333,4,0,1,5,0,10,0,0,6,3,0,9,0,0,3,6,0,9,2,0,0,9,0,11,2,0,0,8,1,11,0,2,0,8,1,11,Boliney,Dumagas ES,,77,2,4,11,65.65656566,70.70707071,55.15151515,49.54545455,61.9941349,63.83838384
135185,CAR,Abra,Ilocano,BOLINEY,Lone District,KILONG-OLAO,Public,Rural,DepED Managed,Purely ES,8,1,0,3,3,1,0.125,0,0.375,0.375,0.125,1,0,0,0,0,1,0,0,2,2,0,4,0,0,2,2,0,4,1,0,0,1,1,3,0,0,0,3,0,3,0,0,1,1,1,3,Boliney,Kilong-olao E/S,not applicable,43,5,8,3,74.07407407,78.51851852,82.96296296,68.33333333,77.20430108,78.51851852
135187,CAR,Abra,Ilocano,BOLINEY,Lone District,POBLACION (BOLINEY),Public,Rural,DepED Managed,Purely ES,4,1,0,0,3,0,0.25,0,0,0.75,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,Boliney,Lawigan PS,"Sitio Lawigan Pob. Boliney, Abra",6,1,2,7,65.02376165,68.84765182,65.75001629,56.9070027,64.78947836,66.54047658
502096,CAR,Abra,Ilocano,BOLINEY,Lone District,DANAC,Public,Rural,DepED Managed,ES and JHS (K to 10),49,24,3,4,15,3,0.489795918,0.06122449,0.081632653,0.306122449,0.06122449,14,0,0,0,0,14,6,0,2,11,0,19,6,1,3,9,0,19,8,0,1,7,0,16,8,0,1,7,0,16,4,2,1,6,3,16,,,,241,24,13,22,66.96969697,63.33333333,64.74747475,56.81818182,63.95894428,65.01683502
134985,CAR,Abra,Ilocano,BUCAY,Lone District,ABANG,Public,Partially Urban,DepED Managed,Purely ES,31,14,0,2,7,8,0.451612903,0,0.064516129,0.225806452,0.258064516,9,0,0,1,0,10,2,0,0,3,2,7,1,0,0,4,2,7,2,3,1,3,5,14,1,2,1,4,6,14,4,0,2,2,6,14,Bucay,Abang ES,,96,5,9,18,49.01234568,57.03703704,62.09876543,55.83333333,56.02150538,56.04938272
134987,CAR,Abra,Ilocano,BUCAY,Lone District,BANGBANGCAG,Public,Partially Urban,DepED Managed,Purely ES,19,11,0,2,5,1,0.578947368,0,0.105263158,0.263157895,0.052631579,8,0,1,0,0,9,0,0,0,3,1,4,0,0,0,4,0,4,3,0,0,2,1,6,3,0,0,2,1,6,3,0,1,1,1,6,Bucay,Bangbangcag PS,Not available,62,4,4,9,57.77777778,70.61728395,65.67901235,65.55555556,64.80286738,64.69135803
134988,CAR,Abra,Ilocano,BUCAY,Lone District,BANGCAGAN,Public,Partially Urban,DepED Managed,Purely ES,25,1,6,4,13,1,0.04,0.24,0.16,0.52,0.04,0,5,4,2,0,11,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,1,0,0,7,2,10,1,0,0,8,1,10,Bucay,Bangcagan PS,,48,7,3,15,65.02428805,68.83719991,65.71602502,56.6441994,64.86316356,66.52583766
134989,CAR,Abra,Tagalog,BUCAY,Lone District,SOUTH POBLACION,Public,Partially Urban,DepED Managed,Purely ES,162,38,29,8,25,62,0.234567901,0.179012346,0.049382716,0.154320988,0.382716049,28,14,2,3,0,47,10,1,5,16,27,59,10,1,5,16,27,59,15,0,0,12,29,56,15,0,0,12,29,56,0,14,1,6,35,56,Bucay,Bucay Central School,Bello Street,457,5,21,69,69.33977456,72.04508857,63.80032206,54.05797101,66.54511454,68.39506173
134990,CAR,Abra,Ilocano,BUCAY,Lone District,SAN MIGUEL,Public,Partially Urban,DepED Managed,Purely ES,64,31,5,0,17,11,0.484375,0.078125,0,0.265625,0.171875,20,5,0,0,0,25,4,0,0,11,2,17,4,0,0,11,2,17,10,0,0,3,9,22,2,0,0,10,10,22,7,0,0,6,9,22,Bucay,Bucay North ES,,130,8,10,14,81.58730159,79.52380952,74.28571429,81.07142857,78.80184332,78.46560847
134991,CAR,Abra,Ilocano,BUCAY,Lone District,BUGBOG,Public,Partially Urban,DepED Managed,Purely ES,47,16,0,2,18,11,0.340425532,0,0.042553191,0.382978723,0.234042553,9,0,1,0,2,12,1,0,0,15,1,17,1,0,0,15,1,17,5,1,0,6,6,18,6,0,0,6,6,18,6,0,1,3,8,18,Bucay,Bugbog ES,#NAME?,112,7,8,20,60.66666667,62.55555556,56.44444444,73.75,61.67741935,59.88888889
134992,CAR,Abra,Ilocano,BUCAY,Lone District,CALAO,Public,Partially Urban,DepED Managed,Purely ES,39,18,0,4,17,0,0.461538462,0,0.102564103,0.435897436,0,10,0,3,0,0,13,4,0,0,8,0,12,4,0,1,7,0,12,0,0,0,0,0,0,4,0,0,8,2,14,4,0,0,10,0,14,Bucay,Calao ES,,92,6,8,11,69.09090909,62.22222222,61.61616162,63.63636364,64.2228739,64.30976431
134994,CAR,Abra,Ilocano,BUCAY,Lone District,DUGONG,Public,Partially Urban,DepED Managed,Purely ES,75,53,6,4,12,0,0.706666667,0.08,0.053333333,0.16,0,15,6,0,0,0,21,22,0,0,8,0,30,19,0,0,11,0,30,19,1,3,1,0,24,15,3,5,1,0,24,19,0,4,1,0,24,Bucay,Dugong ES,"-Dugong, Bucay, Abra",193,6,10,31,58.70967742,59.71326165,62.43727599,55,59.60457856,60.28673835
134997,CAR,Abra,Ilocano,BUCAY,Lone District,TABIOG,Public,Partially Urban,DepED Managed,Purely ES,14,8,0,0,4,2,0.571428571,0,0,0.285714286,0.142857143,6,0,0,1,0,7,1,0,0,3,0,4,2,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bucay,Lublubnac PS,,19,6,1,9,65.04630346,68.83389012,65.84438375,56.75762074,64.87720742,66.57485911
134999,CAR,Abra,Ilocano,BUCAY,Lone District,MADALIPAY,Public,Partially Urban,DepED Managed,Purely ES,27,9,0,0,10,8,0.333333333,0,0,0.37037037,0.296296296,6,0,0,0,0,6,1,0,2,6,0,9,3,0,0,6,0,9,0,0,0,5,7,12,0,0,0,5,7,12,0,0,0,4,8,12,Bucay,Madalipay ES,"Madalipay, Bucay, Abra",91,5,9,19,77.07602339,71.34502924,71.69590643,67.89473684,72.6655348,73.37231969
135001,CAR,Abra,Ilocano,BUCAY,Lone District,PAGALA,Public,Partially Urban,DepED Managed,Purely ES,26,6,2,7,10,1,0.230769231,0.076923077,0.269230769,0.384615385,0.038461538,0,2,2,1,0,5,0,0,7,5,2,14,4,0,3,6,1,14,2,0,0,2,3,7,2,1,0,4,0,7,2,0,2,3,0,7,Bucay,Pagala East PS,,58,3,6,4,65.55555556,73.33333333,73.33333333,68.75,70.48387097,70.74074074
135002,CAR,Abra,Ilocano,BUCAY,Lone District,PAGALA,Public,Partially Urban,DepED Managed,Purely ES,23,8,1,6,8,0,0.347826087,0.043478261,0.260869565,0.347826087,0,3,1,0,0,0,4,6,0,0,4,0,10,5,0,1,4,0,10,2,0,0,7,0,9,2,0,0,7,0,9,0,0,5,4,0,9,Bucay,Pagala West ES,,78,4,10,15,72,74.66666667,73.33333333,62.33333333,71.91397849,73.33333333
135003,CAR,Abra,Ilocano,BUCAY,Lone District,PATOC,Public,Partially Urban,DepED Managed,Purely ES,22,6,0,6,4,6,0.272727273,0,0.272727273,0.181818182,0.272727273,3,0,4,1,0,8,0,0,0,1,4,5,0,0,1,1,3,5,5,0,0,0,4,9,3,0,1,2,3,9,3,0,1,2,3,9,Bucay,Patoc ES,,73,8,7,13,51.62393162,42.56410256,67.52136752,42.30769231,52.40694789,53.9031339
